page_number,page_width,page_height,text,x0,x1,top,bottom
2,594.95996,841.91998,to,67.42061822703435,73.08815013978392,82.75062893605696,88.84270074622066
2,594.95996,841.91998,Narara,21.322251335572822,40.14236636215826,90.3657186987615,96.4577905089252
2,594.95996,841.91998,Creek,41.34936257374332,57.87087991720597,90.3657186987615,96.4577905089252
2,594.95996,841.91998,Road,59.07787927394748,73.23263124558868,90.3657186987615,96.4577905089252
2,594.95996,841.91998,$$,100.82855042767358,108.31757656513471,90.3657186987615,95.95011785807822
2,594.95996,841.91998,CO,135.12818390052212,143.0712864574178,90.3657186987615,95.95011785807822
2,594.95996,841.91998,Priority,21.322251335572822,41.46721165215456,97.47313581061917,103.56520762078287
2,594.95996,841.91998,Intersection,42.647554748355276,75.4137694668922,97.47313581061917,103.56520762078287
2,594.95996,841.91998,Upgrades,21.322251335572822,48.12945604103526,105.08822557332371,111.18029738348741
2,594.95996,841.91998,Pacific,21.322251335572822,39.91030695671133,118.28771449534497,124.37978630550867
2,594.95996,841.91998,"Highway,",41.083038922592415,66.16335519038596,118.28771449534497,124.37978630550867
2,594.95996,841.91998,Wyong,67.20662968641577,86.59313479911656,118.28771449534497,124.37978630550867
2,594.95996,841.91998,$$$$,97.0923944744834,112.07044428971456,121.84142305127375,127.42582221059047
2,594.95996,841.91998,CD&C,131.3365037895088,146.8548362823546,121.84142305127375,127.42582221059047
2,594.95996,841.91998,Town,21.322251335572822,35.88973081131477,125.39513160720253,131.48720341736623
2,594.95996,841.91998,Centre,37.0967288444826,55.87346258617045,125.39513160720253,131.48720341736623
2,594.95996,841.91998,Terrigal,21.322251335572822,42.50477574916601,153.317127403786,159.4091992139497
2,594.95996,841.91998,Drive,43.71177252849916,57.94590657442544,153.317127403786,159.4091992139497
2,594.95996,841.91998,Upgrade,59.118641275662,82.94758388128503,153.317127403786,159.4091992139497
2,594.95996,841.91998,$$,100.82855042767358,108.31757656513471,153.317127403786,158.90152656310272
2,594.95996,841.91998,TBA,133.60516594798122,144.59874544887325,153.317127403786,158.90152656310272
2,594.95996,841.91998,Hunter,26.398977844042545,48.901272486274635,202.0537018850954,209.16111899695295
2,594.95996,841.91998,roads,50.30942553049011,68.36935448404499,202.0537018850954,209.16111899695295
2,594.95996,841.91998,July,513.1935909249328,525.6557653835494,202.0537018850954,209.16111899695295
2,594.95996,841.91998,2026,527.0328220656681,544.1412496999836,202.0537018850954,209.16111899695295
2,594.95996,841.91998,Data,545.5494027277924,560.6664166946919,202.0537018850954,209.16111899695295
2,594.95996,841.91998,Set,562.0745673581433,573.2971780243953,202.0537018850954,209.16111899695295
2,594.95996,841.91998,Gosford,21.322251335572822,43.53357211144316,231.4987156342197,237.5907874443834
2,594.95996,841.91998,Bypass,44.74056572334319,64.72124808698902,231.4987156342197,237.5907874443834
2,594.95996,841.91998,TBA,99.00410183869226,110.14427476398623,231.49871563421982,237.08311479353654
2,594.95996,841.91998,TBA,133.60516594798122,144.59874544887325,231.49871563421982,237.08311479353654
2,594.95996,841.91998,John,21.322251335572822,33.88677253722111,259.4207114308033,265.512783240967
